service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
12280380,0,0,0,0,0,0,0,20170527,20170826
12280371,0,0,0,0,0,0,0,20170606,20170925
12280374,0,0,0,0,0,0,0,20170507,20171029
12280375,0,0,0,0,0,0,0,20171003,20171020
12280372,0,0,0,0,0,0,0,20170509,20171102
12280373,0,0,0,0,0,0,0,20170604,20170924
12280378,0,0,0,0,0,0,0,20171007,20171021
12280379,0,0,0,0,0,0,0,20170506,20171101
12280376,0,0,0,0,0,0,0,20170505,20171103
12280377,0,0,0,0,0,0,0,20170704,20170901
2280380,0,0,0,0,0,0,0,20170526,20170825
2280371,0,0,0,0,0,0,0,20170605,20170924
2280372,0,0,0,0,0,0,0,20170508,20171101
2280375,0,0,0,0,0,0,0,20171002,20171019
2280376,0,0,0,0,0,0,0,20170504,20171102
1132942,0,0,0,0,0,0,0,20170506,20171101
2280373,0,0,0,0,0,0,0,20170603,20170923
1132941,0,0,0,0,0,0,0,20170504,20171102
2280374,0,0,0,0,0,0,0,20170506,20171028
2280379,0,0,0,0,0,0,0,20170505,20171031
2280377,0,0,0,0,0,0,0,20170703,20170831
2280378,0,0,0,0,0,0,0,20171006,20171020
