service_id,date,exception_type
12280380,20170527,1
12280380,20170708,1
12280380,20170714,1
12280380,20170722,1
12280380,20170729,1
12280380,20170805,1
12280380,20170812,1
12280380,20170815,1
12280380,20170819,1
12280380,20170826,1
12280371,20170606,1
12280371,20170612,1
12280371,20170619,1
12280371,20170626,1
12280371,20170703,1
12280371,20170710,1
12280371,20170717,1
12280371,20170724,1
12280371,20170731,1
12280371,20170807,1
12280371,20170814,1
12280371,20170816,1
12280371,20170821,1
12280371,20170828,1
12280371,20170904,1
12280371,20170911,1
12280371,20170918,1
12280371,20170925,1
12280374,20170507,1
12280374,20170508,1
12280374,20170514,1
12280374,20170521,1
12280374,20170528,1
12280374,20171001,1
12280374,20171008,1
12280374,20171015,1
12280374,20171022,1
12280374,20171029,1
12280375,20171003,1
12280375,20171004,1
12280375,20171005,1
12280375,20171006,1
12280375,20171010,1
12280375,20171011,1
12280375,20171012,1
12280375,20171013,1
12280375,20171017,1
12280375,20171018,1
12280375,20171019,1
12280375,20171020,1
12280372,20170509,1
12280372,20170515,1
12280372,20170522,1
12280372,20170526,1
12280372,20170529,1
12280372,20171002,1
12280372,20171009,1
12280372,20171016,1
12280372,20171023,1
12280372,20171030,1
12280372,20171102,1
12280373,20170604,1
12280373,20170605,1
12280373,20170611,1
12280373,20170618,1
12280373,20170625,1
12280373,20170702,1
12280373,20170709,1
12280373,20170715,1
12280373,20170716,1
12280373,20170723,1
12280373,20170730,1
12280373,20170806,1
12280373,20170813,1
12280373,20170820,1
12280373,20170827,1
12280373,20170903,1
12280373,20170910,1
12280373,20170917,1
12280373,20170924,1
12280378,20171007,1
12280378,20171014,1
12280378,20171021,1
12280379,20170506,1
12280379,20170513,1
12280379,20170520,1
12280379,20170525,1
12280379,20170603,1
12280379,20170610,1
12280379,20170617,1
12280379,20170624,1
12280379,20170701,1
12280379,20170902,1
12280379,20170909,1
12280379,20170916,1
12280379,20170923,1
12280379,20170930,1
12280379,20171028,1
12280379,20171101,1
12280376,20170505,1
12280376,20170510,1
12280376,20170511,1
12280376,20170512,1
12280376,20170516,1
12280376,20170517,1
12280376,20170518,1
12280376,20170519,1
12280376,20170523,1
12280376,20170524,1
12280376,20170530,1
12280376,20170531,1
12280376,20170601,1
12280376,20170602,1
12280376,20170607,1
12280376,20170608,1
12280376,20170609,1
12280376,20170613,1
12280376,20170614,1
12280376,20170615,1
12280376,20170616,1
12280376,20170620,1
12280376,20170621,1
12280376,20170622,1
12280376,20170623,1
12280376,20170627,1
12280376,20170628,1
12280376,20170629,1
12280376,20170630,1
12280376,20170905,1
12280376,20170906,1
12280376,20170907,1
12280376,20170908,1
12280376,20170912,1
12280376,20170913,1
12280376,20170914,1
12280376,20170915,1
12280376,20170919,1
12280376,20170920,1
12280376,20170921,1
12280376,20170922,1
12280376,20170926,1
12280376,20170927,1
12280376,20170928,1
12280376,20170929,1
12280376,20171024,1
12280376,20171025,1
12280376,20171026,1
12280376,20171027,1
12280376,20171031,1
12280376,20171103,1
12280377,20170704,1
12280377,20170705,1
12280377,20170706,1
12280377,20170707,1
12280377,20170711,1
12280377,20170712,1
12280377,20170713,1
12280377,20170718,1
12280377,20170719,1
12280377,20170720,1
12280377,20170721,1
12280377,20170725,1
12280377,20170726,1
12280377,20170727,1
12280377,20170728,1
12280377,20170801,1
12280377,20170802,1
12280377,20170803,1
12280377,20170804,1
12280377,20170808,1
12280377,20170809,1
12280377,20170810,1
12280377,20170811,1
12280377,20170817,1
12280377,20170818,1
12280377,20170822,1
12280377,20170823,1
12280377,20170824,1
12280377,20170825,1
12280377,20170829,1
12280377,20170830,1
12280377,20170831,1
12280377,20170901,1
2280380,20170526,1
2280380,20170707,1
2280380,20170713,1
2280380,20170721,1
2280380,20170728,1
2280380,20170804,1
2280380,20170811,1
2280380,20170814,1
2280380,20170818,1
2280380,20170825,1
2280371,20170605,1
2280371,20170611,1
2280371,20170618,1
2280371,20170625,1
