service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
12282696,0,0,0,0,0,0,0,20170509,20170509
12282705,0,0,0,0,0,0,0,20170527,20170729
12282706,0,0,0,0,0,0,0,20170506,20171101
12282695,0,0,0,0,0,0,0,20170515,20171102
12282698,0,0,0,0,0,0,0,20171003,20171020
12282854,0,0,0,0,0,0,0,20170802,20170901
12282704,0,0,0,0,0,0,0,20171007,20171021
12282697,0,0,0,0,0,0,0,20170505,20171103
12282701,0,0,0,0,0,0,0,20170514,20171029
12282702,0,0,0,0,0,0,0,20170507,20170508
12282699,0,0,0,0,0,0,0,20170704,20170801
2282705,0,0,0,0,0,0,0,20170526,20170728
2282704,0,0,0,0,0,0,0,20171006,20171020
2282695,0,0,0,0,0,0,0,20170514,20171101
2282696,0,0,0,0,0,0,0,20170508,20170508
2282702,0,0,0,0,0,0,0,20170506,20170507
2282697,0,0,0,0,0,0,0,20170504,20171102
2282701,0,0,0,0,0,0,0,20170513,20171028
2282700,0,0,0,0,0,0,0,20170603,20170923
2280395,0,0,0,0,0,0,0,20170605,20170924
2282854,0,0,0,0,0,0,0,20170801,20170831
2282698,0,0,0,0,0,0,0,20171002,20171019
2282699,0,0,0,0,0,0,0,20170703,20170731
2282855,0,0,0,0,0,0,0,20170804,20170825
12280395,0,0,0,0,0,0,0,20170606,20170925
12282700,0,0,0,0,0,0,0,20170604,20170924
12282855,0,0,0,0,0,0,0,20170805,20170826
2282706,0,0,0,0,0,0,0,20170505,20171031
