service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
12280416,0,0,0,0,0,0,0,20170602,20170929
12280415,0,0,0,0,0,0,0,20170505,20171020
12280414,0,0,0,0,0,0,0,20170711,20171103
2280420,0,0,0,0,0,0,0,20170505,20171020
12280413,0,0,0,0,0,0,0,20170509,20171102
12280419,0,0,0,0,0,0,0,20170603,20170930
12280418,0,0,0,0,0,0,0,20170527,20171101
12280417,0,0,0,0,0,0,0,20170507,20171029
2280414,0,0,0,0,0,0,0,20170710,20171102
2280415,0,0,0,0,0,0,0,20170504,20171019
2280416,0,0,0,0,0,0,0,20170601,20170928
2280417,0,0,0,0,0,0,0,20170506,20171028
1539815,0,0,0,0,0,0,0,20170621,20170621
2280413,0,0,0,0,0,0,0,20170508,20171101
2280419,0,0,0,0,0,0,0,20170602,20170929
2280418,0,0,0,0,0,0,0,20170526,20171031
11539815,0,0,0,0,0,0,0,20170622,20170622
12280420,0,0,0,0,0,0,0,20170506,20171021
