from_stop_id,to_stop_id,transfer_type,min_transfer_time
3765239,2453,2,225
4008235,1708,2,267
4037774,1946,2,253
967988,1647,2,180
4016319,2447,2,199
4459280,1993,2,293
1704,5922218,2,255
3765191,1890,2,198
3812998,2291,2,244
5018190,1890,2,257
3672110,1745,2,219
3893541,1747,2,206
3764731,1946,2,240
4037209,1946,2,253
6664352,2531,2,266
2469,1715,2,480
1723,1715,2,480
4199333,1993,2,271
5018188,1972,2,230
4008247,1814,2,231
6423484,1709,2,196
3747930,2513,2,232
5549461,1884,2,188
3893471,1946,2,240
3926396,2527,2,204
5121020,2343,2,204
3807569,2001,2,268
3765236,1637,2,225
4037173,2531,2,210
4036981,1678,2,246
3765236,2517,2,225
6591509,2549,2,221
5454900,2457,2,267
6591842,2527,2,217
4037174,1651,2,196
6640123,1873,2,194
4009379,1804,2,416
3687684,2183,2,293
4687322,2425,2,204
3893541,2425,2,206
3740539,1917,2,198
5419722,2343,2,222
4024982,2343,2,306
3749909,2201,2,200
4036827,2286,2,257
5121562,1747,2,198
3893338,2286,2,186
4472691,2286,2,257
3749905,2043,2,219
3749914,1715,2,203
3926277,1745,2,207
3764503,1702,2,199
4037285,1819,2,212
4016360,1890,2,198
2310,2311,2,110
4016276,2457,2,267
3926396,1647,2,204
4008919,1804,2,203
4036635,1633,2,211
3807571,2457,2,198
4036619,1993,2,268
3764611,1678,2,246
5710046,1712,2,253
4008202,1972,2,267
1946,1945,2,300
4008855,1637,2,242
3813166,1747,2,189
4008836,2286,2,198
3740527,1895,2,233
5727678,2425,2,202
2285,1890,2,77
3681810,2280,2,225
3343776,2488,2,180
4045021,1715,2,243
6423481,2032,2,275
4146147,2531,2,266
6591450,1647,2,217
4024392,2088,2,319
5727676,1747,2,187
3749776,2447,2,213
3740532,1637,2,222
3672262,2531,2,266
5710046,2457,2,253
4037046,2488,2,270
3926288,2531,2,210
4016359,2286,2,274
4015761,2280,2,302
3749904,2043,2,272
6423473,2311,2,232
4008236,1708,2,243
5709988,2457,2,253
3343778,1647,2,180
2053,1890,2,250
4008944,2343,2,204
3690063,2423,2,236
