service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
12280344,0,0,0,0,0,0,0,20170509,20171102
12280343,0,0,0,0,0,0,0,20170606,20170925
12280346,0,0,0,0,0,0,0,20170704,20170801
12280345,0,0,0,0,0,0,0,20170508,20170508
2280343,0,0,0,0,0,0,0,20170605,20170924
2280349,0,0,0,0,0,0,0,20170504,20171102
2280344,0,0,0,0,0,0,0,20170508,20171101
2280345,0,0,0,0,0,0,0,20170507,20170507
2280346,0,0,0,0,0,0,0,20170703,20170731
2280347,0,0,0,0,0,0,0,20171002,20171019
12280357,0,0,0,0,0,0,0,20170802,20170901
12280356,0,0,0,0,0,0,0,20170527,20170729
12280355,0,0,0,0,0,0,0,20170805,20170826
12280353,0,0,0,0,0,0,0,20171007,20171021
12280352,0,0,0,0,0,0,0,20170506,20171101
12280351,0,0,0,0,0,0,0,20170507,20171029
12280350,0,0,0,0,0,0,0,20170604,20170924
2280353,0,0,0,0,0,0,0,20171006,20171020
2280351,0,0,0,0,0,0,0,20170506,20171028
2280352,0,0,0,0,0,0,0,20170505,20171031
2280350,0,0,0,0,0,0,0,20170603,20170923
2280357,0,0,0,0,0,0,0,20170801,20170831
12280349,0,0,0,0,0,0,0,20170505,20171103
2280355,0,0,0,0,0,0,0,20170804,20170825
12280347,0,0,0,0,0,0,0,20171003,20171020
2280356,0,0,0,0,0,0,0,20170526,20170728
