from_stop_id,to_stop_id,transfer_type,min_transfer_time
967988,1647,2,180
4705558,2431,2,247
4037788,2220,2,308
2430,1753,2,139
4770181,2220,2,243
6591535,1682,2,211
1964,2220,2,400
6591442,1753,2,206
3764510,2220,2,246
6640126,1875,2,199
6591785,2266,2,225
6591769,2431,2,252
3747826,2439,2,256
4726929,2100,2,213
3687459,1753,2,198
3343777,967989,2,180
6114723,1965,2,221
6114723,2289,2,245
2377,967988,2,180
3687428,2220,2,246
2377,967989,2,180
3695558,2289,2,226
6591836,2492,2,270
6591833,1875,2,198
3749750,1798,2,255
3343778,967988,2,180
6591456,1965,2,200
3343778,967989,2,180
6591446,2436,2,206
4037787,1965,2,240
6591840,1963,2,216
5454893,2289,2,226
6591545,2051,2,278
4726955,967988,2,254
4726955,967989,2,254
6591447,2066,2,214
4036869,1965,2,199
3764657,2100,2,278
5018399,2220,2,241
4726739,2220,2,243
5018386,1965,2,213
5018338,2220,2,241
5018336,2439,2,214
4459252,1965,2,246
3764613,2439,2,214
3926436,2100,2,214
3764548,1965,2,314
3764661,2220,2,199
4036867,2439,2,214
4037197,1965,2,198
3812918,1965,2,230
4037196,2289,2,245
4016267,1965,2,160
4037787,2220,2,240
5018335,2051,2,278
3812919,1893,2,272
3764616,2220,2,199
5657294,2436,2,202
4036986,1965,2,189
3687428,1965,2,246
1967,2220,2,480
6591545,2100,2,278
4016265,1965,2,221
6591844,2051,2,214
6591532,2436,2,210
5018399,2289,2,223
3764510,1965,2,246
3764660,1893,2,212
4037786,1965,2,198
6251746,1965,2,235
3747965,1963,2,187
6591833,2271,2,198
4036870,1965,2,189
6640126,2271,2,199
3687085,1893,2,226
6423467,967989,2,217
6423467,967988,2,217
4651134,1965,2,243
6591773,2066,2,214
6591770,2492,2,270
3812920,1965,2,160
6591445,2266,2,237
6591772,1758,2,206
3687242,2220,2,282
2221,2220,2,123
3764616,1965,2,199
3687302,1965,2,294
3926389,2289,2,205
4016325,2220,2,177
3687469,1893,2,223
6591524,2051,2,278
6591444,2492,2,270
6591838,1758,2,206
4037268,967988,2,217
6591536,1875,2,189
3442416,1965,2,152
6591531,2115,2,196
4016324,2220,2,243
3926436,2051,2,214
4037268,967989,2,217
3764511,1965,2,282
3764661,1965,2,199
2289,1892,2,144
3687242,1965,2,282
4036982,2100,2,278
3673613,1753,2,198
6640091,2271,2,189
3687089,2220,2,294
3764617,2220,2,213
4036648,2220,2,213
3926396,967988,2,204
3747828,2439,2,208
3926396,967989,2,204
3926439,1965,2,160
4997014,967989,2,253
2548,2115,2,132
6423468,967988,2,243
6423468,967989,2,243
4036647,1893,2,226
6575223,2271,2,189
5727702,2220,2,243
5018399,1965,2,241
6591446,1758,2,206
2548,2066,2,98
1766,967989,2,180
1766,967988,2,180
3764658,2439,2,214
6251745,2220,2,235
4997014,967988,2,253
5770775,2408,2,255
5770776,1798,2,252
6591555,2266,2,225
4036985,1965,2,200
3812920,2220,2,160
2050,2051,2,93
4996987,967988,2,254
5727628,2220,2,160
5018338,2289,2,223
3687430,1893,2,226
4726928,2051,2,278
4996987,967989,2,254
5710036,2220,2,160
6114732,1893,2,226
6575219,1753,2,223
1166834,2220,2,420
3887742,2431,2,210
3812918,2289,2,272
1797,1798,2,75
3690239,1875,2,200
3926437,1761,2,214
6591548,967988,2,229
6591548,967989,2,229
6591836,1682,2,270
2219,1965,2,400
6114730,1965,2,265
4036767,1965,2,246
3687087,2220,2,282
6591553,2066,2,196
6114724,1893,2,245
6591535,2492,2,211
3687241,1965,2,246
3747920,1963,2,205
3673612,2431,2,191
6591769,1753,2,252
2223,1965,2,480
3764617,1965,2,213
5710038,2220,2,314
6591788,1875,2,189
3749751,1798,2,252
3687469,2289,2,223
6591560,1875,2,189
5727702,1965,2,243
3687302,2220,2,294
4016268,2220,2,314
6114723,1893,2,245
6591784,2436,2,210
1893,2288,2,192
6575276,2271,2,199
5770772,1682,2,270
6114724,2220,2,221
3813345,2431,2,197
4016266,1965,2,221
6591554,2436,2,210
6591838,2436,2,206
6114731,2289,2,226
6591533,2266,2,225
4037199,2220,2,308
6114731,1965,2,256
3673612,1753,2,191
4037785,1965,2,243
4651135,2220,2,209
5709980,2220,2,314
6114723,2220,2,221
4016265,1893,2,245
6591557,1682,2,211
3687241,2220,2,246
6114732,1965,2,256
6640091,1875,2,189
6591454,2439,2,214
6591442,2431,2,206
2221,1965,2,250
6591773,2115,2,214
3695558,1893,2,226
6591553,2115,2,196
5018336,1761,2,214
5770830,1682,2,250
3687469,1965,2,241
6591845,1761,2,214
3764615,1965,2,252
6591835,1753,2,206
6591443,1753,2,252
6591554,1758,2,210
5709979,2220,2,243
1966,2220,2,126
4459253,2220,2,221
4037196,1965,2,221
3812967,2220,2,243
4726929,2051,2,213
6591847,2289,2,223
