service_id,date,exception_type
2280389,20170603,1
2280389,20170604,1
2280389,20170610,1
2280389,20170617,1
2280389,20170624,1
2280389,20170701,1
2280389,20170708,1
2280389,20170714,1
2280389,20170715,1
2280389,20170722,1
2280389,20170729,1
2280389,20170805,1
2280389,20170812,1
2280389,20170819,1
2280389,20170826,1
2280389,20170902,1
2280389,20170909,1
2280389,20170916,1
2280389,20170923,1
2280388,20170703,1
2280388,20170704,1
2280388,20170705,1
2280388,20170706,1
2280388,20170710,1
2280388,20170711,1
2280388,20170712,1
2280388,20170717,1
2280388,20170718,1
2280388,20170719,1
2280388,20170720,1
2280388,20170724,1
2280388,20170725,1
2280388,20170726,1
2280388,20170727,1
2280388,20170731,1
12280382,20170508,1
2280387,20171002,1
2280387,20171003,1
2280387,20171004,1
2280387,20171005,1
2280387,20171009,1
2280387,20171010,1
2280387,20171011,1
2280387,20171012,1
2280387,20171016,1
2280387,20171017,1
2280387,20171018,1
2280387,20171019,1
12280383,20170509,1
12280383,20170515,1
12280383,20170522,1
12280383,20170526,1
12280383,20170529,1
12280383,20171002,1
12280383,20171009,1
12280383,20171016,1
12280383,20171023,1
12280383,20171030,1
12280383,20171102,1
2280386,20170504,1
2280386,20170509,1
2280386,20170510,1
2280386,20170511,1
2280386,20170515,1
2280386,20170516,1
2280386,20170517,1
2280386,20170518,1
2280386,20170522,1
2280386,20170523,1
2280386,20170529,1
2280386,20170530,1
2280386,20170531,1
2280386,20170601,1
2280386,20170606,1
2280386,20170607,1
2280386,20170608,1
2280386,20170612,1
2280386,20170613,1
2280386,20170614,1
2280386,20170615,1
2280386,20170619,1
2280386,20170620,1
2280386,20170621,1
2280386,20170622,1
2280386,20170626,1
2280386,20170627,1
2280386,20170628,1
2280386,20170629,1
2280386,20170904,1
2280386,20170905,1
2280386,20170906,1
2280386,20170907,1
2280386,20170911,1
2280386,20170912,1
2280386,20170913,1
2280386,20170914,1
2280386,20170918,1
2280386,20170919,1
2280386,20170920,1
2280386,20170921,1
2280386,20170925,1
2280386,20170926,1
2280386,20170927,1
2280386,20170928,1
2280386,20171023,1
2280386,20171024,1
2280386,20171025,1
2280386,20171026,1
2280386,20171030,1
2280386,20171102,1
12280384,20170606,1
12280384,20170612,1
12280384,20170619,1
12280384,20170626,1
12280384,20170703,1
12280384,20170710,1
12280384,20170717,1
12280384,20170724,1
12280384,20170731,1
12280384,20170807,1
12280384,20170814,1
12280384,20170816,1
12280384,20170821,1
12280384,20170828,1
12280384,20170904,1
12280384,20170911,1
12280384,20170918,1
12280384,20170925,1
2280385,20170801,1
2280385,20170802,1
2280385,20170803,1
2280385,20170807,1
2280385,20170808,1
2280385,20170809,1
2280385,20170810,1
2280385,20170816,1
2280385,20170817,1
2280385,20170821,1
2280385,20170822,1
2280385,20170823,1
2280385,20170824,1
2280385,20170828,1
2280385,20170829,1
2280385,20170830,1
2280385,20170831,1
12280385,20170802,1
12280385,20170803,1
12280385,20170804,1
12280385,20170808,1
12280385,20170809,1
12280385,20170810,1
12280385,20170811,1
12280385,20170817,1
12280385,20170818,1
12280385,20170822,1
12280385,20170823,1
12280385,20170824,1
12280385,20170825,1
12280385,20170829,1
12280385,20170830,1
12280385,20170831,1
12280385,20170901,1
2280384,20170605,1
2280384,20170611,1
2280384,20170618,1
2280384,20170625,1
2280384,20170702,1
2280384,20170709,1
2280384,20170716,1
2280384,20170723,1
2280384,20170730,1
2280384,20170806,1
2280384,20170813,1
2280384,20170815,1
2280384,20170820,1
2280384,20170827,1
2280384,20170903,1
2280384,20170910,1
2280384,20170917,1
2280384,20170924,1
12280386,20170505,1
12280386,20170510,1
12280386,20170511,1
12280386,20170512,1
12280386,20170516,1
12280386,20170517,1
12280386,20170518,1
12280386,20170519,1
12280386,20170523,1
12280386,20170524,1
12280386,20170530,1
12280386,20170531,1
12280386,20170601,1
12280386,20170602,1
12280386,20170607,1
12280386,20170608,1
12280386,20170609,1
12280386,20170613,1
12280386,20170614,1
12280386,20170615,1
12280386,20170616,1
12280386,20170620,1
12280386,20170621,1
12280386,20170622,1
12280386,20170623,1
12280386,20170627,1
12280386,20170628,1
12280386,20170629,1
12280386,20170630,1
12280386,20170905,1
12280386,20170906,1
12280386,20170907,1
12280386,20170908,1
