service_id,date,exception_type
2280308,20170526,1
2280308,20170707,1
2280308,20170713,1
2280308,20170721,1
2280308,20170728,1
2280309,20170804,1
2280309,20170811,1
2280309,20170814,1
2280309,20170818,1
2280309,20170825,1
2280305,20170603,1
2280305,20170604,1
2280305,20170610,1
2280305,20170617,1
2280305,20170624,1
2280305,20170701,1
2280305,20170708,1
2280305,20170714,1
2280305,20170715,1
2280305,20170722,1
2280305,20170729,1
2280305,20170805,1
2280305,20170812,1
2280305,20170819,1
2280305,20170826,1
2280305,20170902,1
2280305,20170909,1
2280305,20170916,1
2280305,20170923,1
2280304,20170506,1
2280304,20170513,1
2280304,20170520,1
2280304,20170527,1
2280304,20170930,1
2280304,20171007,1
2280304,20171014,1
2280304,20171021,1
2280304,20171028,1
12280299,20170606,1
12280299,20170612,1
12280299,20170619,1
12280299,20170626,1
12280299,20170703,1
12280299,20170710,1
12280299,20170717,1
12280299,20170724,1
12280299,20170731,1
12280299,20170807,1
12280299,20170814,1
12280299,20170816,1
12280299,20170821,1
12280299,20170828,1
12280299,20170904,1
12280299,20170911,1
12280299,20170918,1
12280299,20170925,1
2280307,20170505,1
2280307,20170512,1
2280307,20170519,1
2280307,20170524,1
2280307,20170602,1
2280307,20170609,1
2280307,20170616,1
2280307,20170623,1
2280307,20170630,1
2280307,20170901,1
2280307,20170908,1
2280307,20170915,1
2280307,20170922,1
2280307,20170929,1
2280307,20171027,1
2280307,20171031,1
2280306,20171006,1
2280306,20171013,1
2280306,20171020,1
2280301,20170504,1
2280301,20170509,1
2280301,20170510,1
2280301,20170511,1
2280301,20170515,1
2280301,20170516,1
2280301,20170517,1
2280301,20170518,1
2280301,20170522,1
2280301,20170523,1
2280301,20170529,1
2280301,20170530,1
2280301,20170531,1
2280301,20170601,1
2280301,20170606,1
2280301,20170607,1
2280301,20170608,1
2280301,20170612,1
2280301,20170613,1
2280301,20170614,1
2280301,20170615,1
2280301,20170619,1
2280301,20170620,1
2280301,20170621,1
2280301,20170622,1
2280301,20170626,1
2280301,20170627,1
2280301,20170628,1
2280301,20170629,1
2280301,20170904,1
2280301,20170905,1
2280301,20170906,1
2280301,20170907,1
2280301,20170911,1
2280301,20170912,1
2280301,20170913,1
2280301,20170914,1
2280301,20170918,1
2280301,20170919,1
2280301,20170920,1
2280301,20170921,1
2280301,20170925,1
2280301,20170926,1
2280301,20170927,1
2280301,20170928,1
2280301,20171023,1
2280301,20171024,1
2280301,20171025,1
2280301,20171026,1
2280301,20171030,1
2280301,20171102,1
2280300,20171002,1
2280300,20171003,1
2280300,20171004,1
2280300,20171005,1
2280300,20171009,1
2280300,20171010,1
2280300,20171011,1
2280300,20171012,1
2280300,20171016,1
2280300,20171017,1
2280300,20171018,1
2280300,20171019,1
2280303,20170801,1
2280303,20170802,1
2280303,20170803,1
2280303,20170807,1
2280303,20170808,1
2280303,20170809,1
2280303,20170810,1
2280303,20170816,1
2280303,20170817,1
2280303,20170821,1
2280303,20170822,1
2280303,20170823,1
2280303,20170824,1
2280303,20170828,1
2280303,20170829,1
2280303,20170830,1
2280303,20170831,1
12280298,20170509,1
12280298,20170515,1
12280298,20170522,1
12280298,20170526,1
12280298,20170529,1
12280298,20171002,1
12280298,20171009,1
12280298,20171016,1
12280298,20171023,1
12280298,20171030,1
12280298,20171102,1
2280302,20170703,1
2280302,20170704,1
2280302,20170705,1
2280302,20170706,1
2280302,20170710,1
2280302,20170711,1
2280302,20170712,1
2280302,20170717,1
2280302,20170718,1
2280302,20170719,1
2280302,20170720,1
2280302,20170724,1
2280302,20170725,1
2280302,20170726,1
2280302,20170727,1
2280302,20170731,1
12280297,20170508,1
12280301,20170505,1
12280301,20170510,1
12280301,20170511,1
12280301,20170512,1
12280301,20170516,1
12280301,20170517,1
12280301,20170518,1
12280301,20170519,1
12280301,20170523,1
12280301,20170524,1
12280301,20170530,1
12280301,20170531,1
12280301,20170601,1
12280301,20170602,1
12280301,20170607,1
12280301,20170608,1
12280301,20170609,1
12280301,20170613,1
12280301,20170614,1
12280301,20170615,1
12280301,20170616,1
12280301,20170620,1
12280301,20170621,1
12280301,20170622,1
12280301,20170623,1
12280301,20170627,1
12280301,20170628,1
12280301,20170629,1
12280301,20170630,1
12280301,20170905,1
12280301,20170906,1
12280301,20170907,1
12280301,20170908,1
12280301,20170912,1
12280301,20170913,1
12280301,20170914,1
12280301,20170915,1
12280301,20170919,1
12280301,20170920,1
12280301,20170921,1
12280301,20170922,1
12280301,20170926,1
12280301,20170927,1
12280301,20170928,1
12280301,20170929,1
12280301,20171024,1
12280301,20171025,1
12280301,20171026,1
12280301,20171027,1
12280301,20171031,1
12280301,20171103,1
12280302,20170704,1
12280302,20170705,1
12280302,20170706,1
12280302,20170707,1
12280302,20170711,1
12280302,20170712,1
12280302,20170713,1
12280302,20170718,1
12280302,20170719,1
12280302,20170720,1
12280302,20170721,1
12280302,20170725,1
12280302,20170726,1
12280302,20170727,1
12280302,20170728,1
12280302,20170801,1
12280300,20171003,1
12280300,20171004,1
12280300,20171005,1
12280300,20171006,1
12280300,20171010,1
12280300,20171011,1
12280300,20171012,1
12280300,20171013,1
12280300,20171017,1
12280300,20171018,1
12280300,20171019,1
12280300,20171020,1
12280308,20170527,1
12280308,20170708,1
12280308,20170714,1
12280308,20170722,1
12280308,20170729,1
12280307,20170506,1
12280307,20170513,1
12280307,20170520,1
12280307,20170525,1
12280307,20170603,1
12280307,20170610,1
12280307,20170617,1
12280307,20170624,1
12280307,20170701,1
12280307,20170902,1
12280307,20170909,1
12280307,20170916,1
12280307,20170923,1
12280307,20170930,1
12280307,20171028,1
12280307,20171101,1
12280309,20170805,1
12280309,20170812,1
12280309,20170815,1
12280309,20170819,1
12280309,20170826,1
2280297,20170507,1
12280304,20170507,1
12280304,20170514,1
12280304,20170521,1
12280304,20170528,1
12280304,20171001,1
12280304,20171008,1
12280304,20171015,1
12280304,20171022,1
12280304,20171029,1
12280303,20170802,1
