service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
2280308,0,0,0,0,0,0,0,20170526,20170728
2280309,0,0,0,0,0,0,0,20170804,20170825
2280305,0,0,0,0,0,0,0,20170603,20170923
2280304,0,0,0,0,0,0,0,20170506,20171028
12280299,0,0,0,0,0,0,0,20170606,20170925
2280307,0,0,0,0,0,0,0,20170505,20171031
2280306,0,0,0,0,0,0,0,20171006,20171020
2280301,0,0,0,0,0,0,0,20170504,20171102
2280300,0,0,0,0,0,0,0,20171002,20171019
2280303,0,0,0,0,0,0,0,20170801,20170831
12280298,0,0,0,0,0,0,0,20170509,20171102
2280302,0,0,0,0,0,0,0,20170703,20170731
12280297,0,0,0,0,0,0,0,20170508,20170508
12280301,0,0,0,0,0,0,0,20170505,20171103
12280302,0,0,0,0,0,0,0,20170704,20170801
12280300,0,0,0,0,0,0,0,20171003,20171020
12280308,0,0,0,0,0,0,0,20170527,20170729
12280307,0,0,0,0,0,0,0,20170506,20171101
12280309,0,0,0,0,0,0,0,20170805,20170826
2280297,0,0,0,0,0,0,0,20170507,20170507
12280304,0,0,0,0,0,0,0,20170507,20171029
12280303,0,0,0,0,0,0,0,20170802,20170901
12280306,0,0,0,0,0,0,0,20171007,20171021
2280299,0,0,0,0,0,0,0,20170605,20170924
2280298,0,0,0,0,0,0,0,20170508,20171101
12280305,0,0,0,0,0,0,0,20170604,20170924
