service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
12280262,0,0,0,0,0,0,0,20170527,20170729
12280263,0,0,0,0,0,0,0,20170506,20171101
2280263,0,0,0,0,0,0,0,20170505,20171031
2280262,0,0,0,0,0,0,0,20170526,20170728
2280261,0,0,0,0,0,0,0,20170804,20170825
2280260,0,0,0,0,0,0,0,20171006,20171020
12280260,0,0,0,0,0,0,0,20171007,20171021
12280261,0,0,0,0,0,0,0,20170805,20170826
12280259,0,0,0,0,0,0,0,20170702,20170827
12280253,0,0,0,0,0,0,0,20170509,20171102
12280254,0,0,0,0,0,0,0,20171003,20171020
12280251,0,0,0,0,0,0,0,20170715,20170715
12280252,0,0,0,0,0,0,0,20170508,20170605
12280257,0,0,0,0,0,0,0,20170704,20170801
12280258,0,0,0,0,0,0,0,20170507,20171029
12280255,0,0,0,0,0,0,0,20170802,20170901
12280256,0,0,0,0,0,0,0,20170505,20171103
1544644,0,0,0,0,0,0,0,20170621,20170621
12280250,0,0,0,0,0,0,0,20170703,20170828
2280258,0,0,0,0,0,0,0,20170506,20171028
2280259,0,0,0,0,0,0,0,20170701,20170826
2280256,0,0,0,0,0,0,0,20170504,20171102
2280257,0,0,0,0,0,0,0,20170703,20170731
2280250,0,0,0,0,0,0,0,20170702,20170827
2280251,0,0,0,0,0,0,0,20170714,20170714
2280254,0,0,0,0,0,0,0,20171002,20171019
2280255,0,0,0,0,0,0,0,20170801,20170831
2280252,0,0,0,0,0,0,0,20170507,20170604
2280253,0,0,0,0,0,0,0,20170508,20171101
