service_id,date,exception_type
2280410,20170804,1
2280410,20170811,1
2280410,20170814,1
2280410,20170818,1
2280410,20170825,1
2280411,20170602,1
2280411,20170609,1
2280411,20170616,1
2280411,20170623,1
2280411,20170630,1
2280411,20170901,1
2280411,20170908,1
2280411,20170915,1
2280411,20170922,1
2280411,20170929,1
2280411,20171027,1
2280411,20171031,1
2280412,20170526,1
2280412,20170707,1
2280412,20170713,1
2280412,20170721,1
2280412,20170728,1
12280401,20170605,1
12280401,20170715,1
12280400,20170509,1
12280400,20170515,1
12280400,20170522,1
12280400,20170526,1
12280400,20170529,1
12280400,20171002,1
12280400,20171009,1
12280400,20171016,1
12280400,20171023,1
12280400,20171030,1
12280400,20171102,1
12280403,20170704,1
12280403,20170705,1
12280403,20170706,1
12280403,20170707,1
12280403,20170711,1
12280403,20170712,1
12280403,20170713,1
12280403,20170718,1
12280403,20170719,1
12280403,20170720,1
12280403,20170721,1
12280403,20170725,1
12280403,20170726,1
12280403,20170727,1
12280403,20170728,1
12280403,20170801,1
12280403,20170829,1
12280403,20170830,1
12280403,20170831,1
12280403,20170901,1
12280402,20170508,1
12280405,20170505,1
12280405,20170510,1
12280405,20170511,1
12280405,20170512,1
12280405,20170516,1
12280405,20170517,1
12280405,20170518,1
12280405,20170519,1
12280405,20170523,1
12280405,20170524,1
12280405,20170530,1
12280405,20170531,1
12280405,20170601,1
12280405,20171003,1
12280405,20171004,1
12280405,20171005,1
12280405,20171006,1
12280405,20171010,1
12280405,20171011,1
12280405,20171012,1
12280405,20171013,1
12280405,20171017,1
12280405,20171018,1
12280405,20171019,1
12280405,20171020,1
12280404,20170802,1
12280404,20170803,1
12280404,20170804,1
12280404,20170808,1
12280404,20170809,1
12280404,20170810,1
12280404,20170811,1
12280404,20170817,1
12280404,20170818,1
12280404,20170822,1
12280404,20170823,1
12280404,20170824,1
12280404,20170825,1
12280407,20170604,1
12280407,20170611,1
12280407,20170618,1
12280407,20170625,1
12280407,20170702,1
12280407,20170709,1
12280407,20170716,1
12280407,20170723,1
12280407,20170730,1
12280407,20170806,1
12280407,20170813,1
12280407,20170820,1
12280407,20170827,1
12280407,20170903,1
12280407,20170910,1
12280407,20170917,1
12280407,20170924,1
12280406,20170602,1
12280406,20170607,1
12280406,20170608,1
12280406,20170609,1
12280406,20170613,1
12280406,20170614,1
12280406,20170615,1
12280406,20170616,1
12280406,20170620,1
12280406,20170621,1
12280406,20170622,1
12280406,20170623,1
12280406,20170627,1
12280406,20170628,1
12280406,20170629,1
12280406,20170630,1
12280406,20170905,1
12280406,20170906,1
12280406,20170907,1
12280406,20170908,1
12280406,20170912,1
12280406,20170913,1
12280406,20170914,1
12280406,20170915,1
12280406,20170919,1
12280406,20170920,1
12280406,20170921,1
12280406,20170922,1
12280406,20170926,1
12280406,20170927,1
12280406,20170928,1
12280406,20170929,1
12280406,20171024,1
12280406,20171025,1
12280406,20171026,1
12280406,20171027,1
12280406,20171031,1
12280406,20171103,1
2280399,20170605,1
2280399,20170611,1
2280399,20170618,1
2280399,20170625,1
2280399,20170702,1
2280399,20170709,1
2280399,20170716,1
2280399,20170723,1
2280399,20170730,1
2280399,20170806,1
2280399,20170813,1
2280399,20170815,1
2280399,20170820,1
2280399,20170827,1
2280399,20170903,1
2280399,20170910,1
2280399,20170917,1
2280399,20170924,1
12280409,20170506,1
12280409,20170513,1
12280409,20170520,1
12280409,20170525,1
12280409,20171007,1
12280409,20171014,1
12280409,20171021,1
12280408,20170507,1
12280408,20170514,1
12280408,20170521,1
12280408,20170528,1
12280408,20171001,1
12280408,20171008,1
12280408,20171015,1
12280408,20171022,1
12280408,20171029,1
2280405,20170504,1
2280405,20170509,1
2280405,20170510,1
2280405,20170511,1
2280405,20170515,1
2280405,20170516,1
2280405,20170517,1
2280405,20170518,1
2280405,20170522,1
2280405,20170523,1
2280405,20170529,1
2280405,20170530,1
2280405,20170531,1
2280405,20171002,1
2280405,20171003,1
2280405,20171004,1
2280405,20171005,1
2280405,20171009,1
2280405,20171010,1
2280405,20171011,1
2280405,20171012,1
2280405,20171016,1
2280405,20171017,1
2280405,20171018,1
2280405,20171019,1
2280406,20170601,1
2280406,20170606,1
2280406,20170607,1
2280406,20170608,1
2280406,20170612,1
2280406,20170613,1
2280406,20170614,1
2280406,20170615,1
2280406,20170619,1
2280406,20170620,1
2280406,20170621,1
2280406,20170622,1
2280406,20170626,1
2280406,20170627,1
2280406,20170628,1
2280406,20170629,1
2280406,20170904,1
2280406,20170905,1
2280406,20170906,1
2280406,20170907,1
2280406,20170911,1
2280406,20170912,1
2280406,20170913,1
2280406,20170914,1
2280406,20170918,1
2280406,20170919,1
2280406,20170920,1
2280406,20170921,1
2280406,20170925,1
2280406,20170926,1
2280406,20170927,1
2280406,20170928,1
2280406,20171023,1
2280406,20171024,1
2280406,20171025,1
2280406,20171026,1
2280406,20171030,1
2280406,20171102,1
2280403,20170703,1
2280403,20170704,1
2280403,20170705,1
2280403,20170706,1
2280403,20170710,1
2280403,20170711,1
2280403,20170712,1
2280403,20170717,1
2280403,20170718,1
2280403,20170719,1
2280403,20170720,1
2280403,20170724,1
2280403,20170725,1
2280403,20170726,1
2280403,20170727,1
2280403,20170731,1
2280403,20170828,1
2280403,20170829,1
2280403,20170830,1
2280403,20170831,1
12280399,20170606,1
12280399,20170612,1
12280399,20170619,1
12280399,20170626,1
12280399,20170703,1
12280399,20170710,1
12280399,20170717,1
12280399,20170724,1
12280399,20170731,1
12280399,20170807,1
12280399,20170814,1
12280399,20170816,1
12280399,20170821,1
12280399,20170828,1
12280399,20170904,1
12280399,20170911,1
12280399,20170918,1
12280399,20170925,1
2280404,20170801,1
2280404,20170802,1
2280404,20170803,1
2280404,20170807,1
2280404,20170808,1
2280404,20170809,1
2280404,20170810,1
2280404,20170816,1
2280404,20170817,1
2280404,20170821,1
2280404,20170822,1
2280404,20170823,1
2280404,20170824,1
2280401,20170604,1
2280401,20170714,1
2280402,20170507,1
2280400,20170508,1
2280400,20170514,1
