service_id,date,exception_type
12280319,20170604,1
12280319,20170605,1
12280319,20170611,1
12280319,20170618,1
12280319,20170625,1
12280319,20170702,1
12280319,20170709,1
12280319,20170716,1
12280319,20170723,1
12280319,20170730,1
12280319,20170806,1
12280319,20170813,1
12280319,20170820,1
12280319,20170827,1
12280319,20170903,1
12280319,20170910,1
12280319,20170917,1
12280319,20170924,1
12280318,20170507,1
12280318,20170514,1
12280318,20170521,1
12280318,20170528,1
12280318,20171001,1
12280318,20171008,1
12280318,20171015,1
12280318,20171022,1
12280318,20171029,1
12280317,20170715,1
12280316,20170704,1
12280316,20170705,1
12280316,20170706,1
12280316,20170707,1
12280316,20170711,1
12280316,20170712,1
12280316,20170713,1
12280316,20170718,1
12280316,20170719,1
12280316,20170720,1
12280316,20170721,1
12280316,20170725,1
12280316,20170726,1
12280316,20170727,1
12280316,20170728,1
12280316,20170801,1
12280315,20170802,1
12280315,20170803,1
12280315,20170804,1
12280315,20170808,1
12280315,20170809,1
12280315,20170810,1
12280315,20170811,1
12280315,20170817,1
12280315,20170818,1
12280315,20170822,1
12280315,20170823,1
12280315,20170824,1
12280315,20170825,1
12280315,20170829,1
12280315,20170830,1
12280315,20170831,1
12280315,20170901,1
12280314,20170505,1
12280314,20170510,1
12280314,20170511,1
12280314,20170512,1
12280314,20170516,1
12280314,20170517,1
12280314,20170518,1
12280314,20170519,1
12280314,20170523,1
12280314,20170524,1
12280314,20170530,1
12280314,20170531,1
12280314,20170601,1
12280314,20170602,1
12280314,20170607,1
12280314,20170608,1
12280314,20170609,1
12280314,20170613,1
12280314,20170614,1
12280314,20170615,1
12280314,20170616,1
12280314,20170620,1
12280314,20170621,1
12280314,20170623,1
12280314,20170627,1
12280314,20170628,1
12280314,20170629,1
12280314,20170630,1
12280314,20170905,1
12280314,20170906,1
12280314,20170907,1
12280314,20170908,1
12280314,20170912,1
12280314,20170913,1
12280314,20170914,1
12280314,20170915,1
12280314,20170919,1
12280314,20170920,1
12280314,20170921,1
12280314,20170922,1
12280314,20170926,1
12280314,20170927,1
12280314,20170928,1
12280314,20170929,1
12280314,20171024,1
12280314,20171025,1
12280314,20171026,1
12280314,20171027,1
12280314,20171031,1
12280314,20171103,1
2280323,20170505,1
2280323,20170512,1
2280323,20170519,1
2280323,20170524,1
2280323,20170602,1
2280323,20170609,1
2280323,20170616,1
2280323,20170623,1
2280323,20170630,1
2280323,20170901,1
2280323,20170908,1
2280323,20170915,1
2280323,20170922,1
2280323,20170929,1
2280323,20171027,1
2280323,20171031,1
2280322,20170804,1
2280322,20170811,1
2280322,20170814,1
2280322,20170818,1
2280322,20170825,1
12280323,20170506,1
12280323,20170513,1
12280323,20170520,1
12280323,20170525,1
12280323,20170603,1
12280323,20170610,1
12280323,20170617,1
12280323,20170624,1
12280323,20170701,1
12280323,20170902,1
12280323,20170909,1
12280323,20170916,1
12280323,20170923,1
12280323,20170930,1
12280323,20171028,1
12280323,20171101,1
12280321,20171007,1
12280321,20171014,1
12280321,20171021,1
12280322,20170805,1
12280322,20170812,1
12280322,20170815,1
12280322,20170819,1
12280322,20170826,1
12280320,20170527,1
12280320,20170708,1
12280320,20170714,1
12280320,20170722,1
12280320,20170729,1
2280321,20171006,1
2280321,20171013,1
2280321,20171020,1
2280320,20170526,1
2280320,20170707,1
2280320,20170713,1
2280320,20170721,1
2280320,20170728,1
12280428,20170622,1
2280428,20170621,1
2280319,20170603,1
2280319,20170604,1
2280319,20170610,1
2280319,20170617,1
2280319,20170624,1
2280319,20170701,1
2280319,20170708,1
2280319,20170715,1
2280319,20170722,1
2280319,20170729,1
2280319,20170805,1
2280319,20170812,1
2280319,20170819,1
2280319,20170826,1
2280319,20170902,1
2280319,20170909,1
2280319,20170916,1
2280319,20170923,1
2280318,20170506,1
2280318,20170513,1
2280318,20170520,1
2280318,20170527,1
2280318,20170930,1
2280318,20171007,1
2280318,20171014,1
2280318,20171021,1
2280318,20171028,1
2280317,20170714,1
2280316,20170703,1
