service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
12280288,0,0,0,0,0,0,0,20170718,20170811
2280284,0,0,0,0,0,0,0,20170508,20171101
12280289,0,0,0,0,0,0,0,20170704,20170901
2280288,0,0,0,0,0,0,0,20170717,20170810
12280284,0,0,0,0,0,0,0,20170509,20171102
2280287,0,0,0,0,0,0,0,20170504,20171019
12280285,0,0,0,0,0,0,0,20170508,20170605
12280286,0,0,0,0,0,0,0,20170703,20170828
2280286,0,0,0,0,0,0,0,20170702,20170827
12280287,0,0,0,0,0,0,0,20170505,20171020
2280285,0,0,0,0,0,0,0,20170507,20170604
2280289,0,0,0,0,0,0,0,20170703,20170831
12280296,0,0,0,0,0,0,0,20170603,20171101
12280295,0,0,0,0,0,0,0,20170722,20170815
12280292,0,0,0,0,0,0,0,20170702,20170827
12280291,0,0,0,0,0,0,0,20170507,20171029
12280294,0,0,0,0,0,0,0,20170506,20171021
12280293,0,0,0,0,0,0,0,20170527,20170826
2280290,0,0,0,0,0,0,0,20170601,20171102
2280291,0,0,0,0,0,0,0,20170506,20171028
12280290,0,0,0,0,0,0,0,20170602,20171103
2280293,0,0,0,0,0,0,0,20170526,20170825
2280292,0,0,0,0,0,0,0,20170701,20170826
2280295,0,0,0,0,0,0,0,20170721,20170814
2280294,0,0,0,0,0,0,0,20170505,20171020
2280296,0,0,0,0,0,0,0,20170602,20171031
12280426,0,0,0,0,0,0,0,20170622,20170622
2280426,0,0,0,0,0,0,0,20170621,20170621
