service_id,date,exception_type
2280266,20170604,1
2280266,20170714,1
2280265,20170508,1
2280265,20170514,1
2280265,20170521,1
2280265,20170525,1
2280265,20170528,1
2280265,20171001,1
2280265,20171008,1
2280265,20171015,1
2280265,20171022,1
2280265,20171029,1
2280265,20171101,1
2280264,20170605,1
2280264,20170611,1
2280264,20170618,1
2280264,20170625,1
2280264,20170702,1
2280264,20170709,1
2280264,20170716,1
2280264,20170723,1
2280264,20170730,1
2280264,20170806,1
2280264,20170813,1
2280264,20170815,1
2280264,20170820,1
2280264,20170827,1
2280264,20170903,1
2280264,20170910,1
2280264,20170917,1
2280264,20170924,1
12280264,20170606,1
12280264,20170612,1
12280264,20170619,1
12280264,20170626,1
12280264,20170703,1
12280264,20170710,1
12280264,20170717,1
12280264,20170724,1
12280264,20170731,1
12280264,20170807,1
12280264,20170814,1
12280264,20170816,1
12280264,20170821,1
12280264,20170828,1
12280264,20170904,1
12280264,20170911,1
12280264,20170918,1
12280264,20170925,1
12280265,20170509,1
12280265,20170515,1
12280265,20170522,1
12280265,20170526,1
12280265,20170529,1
12280265,20171002,1
12280265,20171009,1
12280265,20171016,1
12280265,20171023,1
12280265,20171030,1
12280265,20171102,1
12280266,20170605,1
12280266,20170715,1
12280267,20170508,1
12280268,20171003,1
12280268,20171004,1
12280268,20171005,1
12280268,20171006,1
12280268,20171010,1
12280268,20171011,1
12280268,20171012,1
12280268,20171013,1
12280268,20171017,1
12280268,20171018,1
12280268,20171019,1
12280268,20171020,1
12280269,20170802,1
12280269,20170803,1
12280269,20170804,1
12280269,20170808,1
12280269,20170809,1
12280269,20170810,1
12280269,20170811,1
12280269,20170817,1
12280269,20170818,1
12280269,20170822,1
12280269,20170823,1
12280269,20170824,1
12280269,20170825,1
12280269,20170829,1
12280269,20170830,1
12280269,20170831,1
12280269,20170901,1
2280269,20170801,1
2280269,20170802,1
2280269,20170803,1
2280269,20170807,1
2280269,20170808,1
2280269,20170809,1
2280269,20170810,1
2280269,20170816,1
2280269,20170817,1
2280269,20170821,1
2280269,20170822,1
2280269,20170823,1
2280269,20170824,1
2280269,20170828,1
2280269,20170829,1
2280269,20170830,1
2280269,20170831,1
2280268,20171002,1
2280268,20171003,1
2280268,20171004,1
2280268,20171005,1
2280268,20171009,1
2280268,20171010,1
2280268,20171011,1
2280268,20171012,1
2280268,20171016,1
2280268,20171017,1
2280268,20171018,1
2280268,20171019,1
2280267,20170507,1
2280275,20171006,1
2280275,20171013,1
2280275,20171020,1
2280274,20170804,1
2280274,20170811,1
2280274,20170814,1
2280274,20170818,1
2280274,20170825,1
12280277,20170506,1
12280277,20170513,1
12280277,20170520,1
12280277,20170525,1
12280277,20170603,1
12280277,20170610,1
12280277,20170617,1
12280277,20170624,1
12280277,20170701,1
12280277,20170902,1
12280277,20170909,1
12280277,20170916,1
12280277,20170923,1
12280277,20170930,1
12280277,20171028,1
12280277,20171101,1
2280277,20170505,1
2280277,20170512,1
2280277,20170519,1
2280277,20170524,1
2280277,20170602,1
2280277,20170609,1
2280277,20170616,1
2280277,20170623,1
2280277,20170630,1
2280277,20170901,1
2280277,20170908,1
2280277,20170915,1
2280277,20170922,1
2280277,20170929,1
2280277,20171027,1
2280277,20171031,1
2280276,20170526,1
2280276,20170707,1
2280276,20170713,1
2280276,20170721,1
2280276,20170728,1
12280275,20171007,1
12280275,20171014,1
12280275,20171021,1
2280271,20170504,1
2280271,20170509,1
2280271,20170510,1
2280271,20170511,1
2280271,20170515,1
2280271,20170516,1
2280271,20170517,1
2280271,20170518,1
2280271,20170522,1
2280271,20170523,1
2280271,20170529,1
2280271,20170530,1
2280271,20170531,1
2280271,20170601,1
2280271,20170606,1
2280271,20170607,1
2280271,20170608,1
2280271,20170612,1
2280271,20170613,1
2280271,20170614,1
2280271,20170615,1
2280271,20170619,1
2280271,20170620,1
2280271,20170621,1
2280271,20170622,1
2280271,20170626,1
2280271,20170627,1
2280271,20170628,1
2280271,20170629,1
2280271,20170904,1
2280271,20170905,1
2280271,20170906,1
2280271,20170907,1
2280271,20170911,1
2280271,20170912,1
2280271,20170913,1
2280271,20170914,1
2280271,20170918,1
2280271,20170919,1
2280271,20170920,1
2280271,20170921,1
2280271,20170925,1
2280271,20170926,1
2280271,20170927,1
2280271,20170928,1
2280271,20171023,1
2280271,20171024,1
2280271,20171025,1
2280271,20171026,1
2280271,20171030,1
2280271,20171102,1
2280270,20170703,1
2280270,20170704,1
2280270,20170705,1
2280270,20170706,1
2280270,20170710,1
2280270,20170711,1
2280270,20170712,1
2280270,20170717,1
2280270,20170718,1
2280270,20170719,1
2280270,20170720,1
2280270,20170724,1
2280270,20170725,1
2280270,20170726,1
2280270,20170727,1
2280270,20170731,1
12280276,20170527,1
12280276,20170708,1
12280276,20170714,1
12280276,20170722,1
12280276,20170729,1
2280273,20170603,1
2280273,20170610,1
2280273,20170617,1
2280273,20170624,1
2280273,20170701,1
2280273,20170708,1
2280273,20170715,1
2280273,20170722,1
2280273,20170729,1
2280273,20170805,1
2280273,20170812,1
2280273,20170819,1
2280273,20170826,1
2280273,20170902,1
2280273,20170909,1
2280273,20170916,1
2280273,20170923,1
12280273,20170604,1
12280273,20170611,1
12280273,20170618,1
12280273,20170625,1
12280273,20170702,1
12280273,20170709,1
12280273,20170716,1
12280273,20170723,1
12280273,20170730,1
12280273,20170806,1
12280273,20170813,1
12280273,20170820,1
12280273,20170827,1
12280273,20170903,1
12280273,20170910,1
12280273,20170917,1
12280273,20170924,1
2280272,20170506,1
2280272,20170513,1
