service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
2280266,0,0,0,0,0,0,0,20170604,20170714
2280265,0,0,0,0,0,0,0,20170508,20171101
2280264,0,0,0,0,0,0,0,20170605,20170924
12280264,0,0,0,0,0,0,0,20170606,20170925
12280265,0,0,0,0,0,0,0,20170509,20171102
12280266,0,0,0,0,0,0,0,20170605,20170715
12280267,0,0,0,0,0,0,0,20170508,20170508
12280268,0,0,0,0,0,0,0,20171003,20171020
12280269,0,0,0,0,0,0,0,20170802,20170901
2280269,0,0,0,0,0,0,0,20170801,20170831
2280268,0,0,0,0,0,0,0,20171002,20171019
2280267,0,0,0,0,0,0,0,20170507,20170507
2280275,0,0,0,0,0,0,0,20171006,20171020
2280274,0,0,0,0,0,0,0,20170804,20170825
12280277,0,0,0,0,0,0,0,20170506,20171101
2280277,0,0,0,0,0,0,0,20170505,20171031
2280276,0,0,0,0,0,0,0,20170526,20170728
12280275,0,0,0,0,0,0,0,20171007,20171021
2280271,0,0,0,0,0,0,0,20170504,20171102
2280270,0,0,0,0,0,0,0,20170703,20170731
12280276,0,0,0,0,0,0,0,20170527,20170729
2280273,0,0,0,0,0,0,0,20170603,20170923
12280273,0,0,0,0,0,0,0,20170604,20170924
2280272,0,0,0,0,0,0,0,20170506,20171028
12280274,0,0,0,0,0,0,0,20170805,20170826
12280271,0,0,0,0,0,0,0,20170505,20171103
12280272,0,0,0,0,0,0,0,20170507,20171029
12280270,0,0,0,0,0,0,0,20170704,20170801
