route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,shape_id
1197634,2280324,10022803240651562,101,101,0,
1197634,2280325,10022803250651562,101,101,0,
1197634,2280327,10022803270651562,101,101,0,
1197634,2280328,10022803280651562,101,101,0,
1197634,2280329,10022803290651562,101,101,0,
1197634,2280330,10022803300651562,101,101,0,
1197634,2280324,10122803240651562,101,101,0,
1197634,2280325,10122803250651562,101,101,0,
1197634,2280327,10122803270651562,101,101,0,
1197634,2280328,10122803280651562,101,101,0,
1197634,2280329,10122803290651562,101,101,0,
1197634,2280330,10122803300651562,101,101,0,
1197634,2280324,10222803240651562,101,101,0,
1197634,2280325,10222803250651562,101,101,0,
1197634,2280327,10222803270651562,101,101,0,
1197634,2280328,10222803280651562,101,101,0,
1197634,2280329,10222803290651562,101,101,0,
1197634,2280330,10222803300651562,101,101,0,
1197634,2280324,1022803240651562,101,101,0,
1197634,2280325,1022803250651562,101,101,0,
1197634,2280327,1022803270651562,101,101,0,
1197634,2280328,1022803280651562,101,101,0,
1197634,2280329,1022803290651562,101,101,0,
1197634,2280330,1022803300651562,101,101,0,
1197634,2280324,10322803240651562,101,101,0,
1197634,2280325,10322803250651562,101,101,0,
1197634,2280327,10322803270651562,101,101,0,
1197634,2280328,10322803280651562,101,101,0,
1197634,2280329,10322803290651562,101,101,0,
1197634,2280330,10322803300651562,101,101,0,
1197634,2280324,10422803240651562,101,101,0,
1197634,2280325,10422803250651562,101,101,0,
1197634,2280327,10422803270651562,101,101,0,
1197634,2280328,10422803280651562,101,101,0,
1197634,2280329,10422803290651562,101,101,0,
1197634,2280330,10422803300651562,101,101,0,
1197634,2280324,10522803240651562,101,101,0,
1197634,2280325,10522803250651562,101,101,0,
1197634,2280327,10522803270651562,101,101,0,
1197634,2280328,10522803280651562,101,101,0,
1197634,2280329,10522803290651562,101,101,0,
1197634,2280330,10522803300651562,101,101,0,
1197634,2280324,10622803240651562,101,101,0,
1197634,2280325,10622803250651562,101,101,0,
1197634,2280327,10622803270651562,101,101,0,
1197634,2280328,10622803280651562,101,101,0,
1197634,2280329,10622803290651562,101,101,0,
1197634,2280330,10622803300651562,101,101,0,
1197634,2280324,10722803240651562,101,101,0,
1197634,2280325,10722803250651562,101,101,0,
1197634,2280327,10722803270651562,101,101,0,
1197634,2280328,10722803280651562,101,101,0,
1197634,2280329,10722803290651562,101,101,0,
1197634,2280330,10722803300651562,101,101,0,
1197634,12280324,10822803240651562,101,101,0,
1197634,2280325,10822803250651562,101,101,0,
1197634,2280327,10822803270651562,101,101,0,
1197634,2280328,10822803280651562,101,101,0,
1197634,2280329,10822803290651562,101,101,0,
1197634,2280330,10822803300651562,101,101,0,
1197634,12280324,10922803240651562,101,101,0,
1197634,2280325,10922803250651562,101,101,0,
1197634,2280327,10922803270651562,101,101,0,
1197634,2280328,10922803280651562,101,101,0,
1197634,2280329,10922803290651562,101,101,0,
1197634,2280330,10922803300651562,101,101,0,
1197634,12280324,11022803240651562,101,101,0,
1197634,2280325,11022803250651562,101,101,0,
1197634,2280327,11022803270651562,101,101,0,
1197634,2280328,11022803280651562,101,101,0,
1197634,2280329,11022803290651562,101,101,0,
1197634,2280330,11022803300651562,101,101,0,
1197634,2280325,11122803250651562,101,101,0,
1197634,2280327,11122803270651562,101,101,0,
1197634,2280328,11122803280651562,101,101,0,
1197634,2280329,11122803290651562,101,101,0,
1197634,2280330,11122803300651562,101,101,0,
1197634,2280325,11222803250651562,101,101,0,
1197634,2280327,11222803270651562,101,101,0,
1197634,2280328,11222803280651562,101,101,0,
1197634,2280329,11222803290651562,101,101,0,
1197634,2280330,11222803300651562,101,101,0,
1197634,2280324,1122803240651562,101,101,0,
1197634,2280325,1122803250651562,101,101,0,
1197634,2280327,1122803270651562,101,101,0,
1197634,2280328,1122803280651562,101,101,0,
1197634,2280329,1122803290651562,101,101,0,
1197634,2280330,1122803300651562,101,101,0,
1197634,2280325,11322803250651562,101,101,0,
1197634,2280327,11322803270651562,101,101,0,
1197634,2280328,11322803280651562,101,101,0,
1197634,2280329,11322803290651562,101,101,0,
1197634,2280330,11322803300651562,101,101,0,
1197634,2280325,11422803250651562,101,101,0,
1197634,2280327,11422803270651562,101,101,0,
1197634,2280328,11422803280651562,101,101,0,
1197634,2280329,11422803290651562,101,101,0,
1197634,2280330,11422803300651562,101,101,0,
1197634,2280325,11522803250651562,101,101,0,
1197634,2280327,11522803270651562,101,101,0,
1197634,2280328,11522803280651562,101,101,0,
1197634,2280329,11522803290651562,101,101,0,
1197634,2280330,11522803300651562,101,101,0,
1197634,2280325,11622803250651562,101,101,0,
1197634,2280327,11622803270651562,101,101,0,
1197634,2280328,11622803280651562,101,101,0,
1197634,2280329,11622803290651562,101,101,0,
1197634,2280330,11622803300651562,101,101,0,
1197634,2280325,11722803250651562,101,101,0,
1197634,2280327,11722803270651562,101,101,0,
1197634,2280328,11722803280651562,101,101,0,
1197634,2280329,11722803290651562,101,101,0,
1197634,2280330,11722803300651562,101,101,0,
1197634,12280325,11822803250651562,101,101,0,
1197634,2280327,11822803270651562,101,101,0,
1197634,2280328,11822803280651562,101,101,0,
1197634,2280329,11822803290651562,101,101,0,
1197634,2280330,11822803300651562,101,101,0,
1197634,12280325,11922803250651562,101,101,0,
1197634,2280327,11922803270651562,101,101,0,
1197634,2280328,11922803280651562,101,101,0,
1197634,2280329,11922803290651562,101,101,0,
1197634,2280330,11922803300651562,101,101,0,
1197634,12280325,12022803250651562,101,101,0,
1197634,2280327,12022803270651562,101,101,0,
1197634,2280328,12022803280651562,101,101,0,
1197634,2280329,12022803290651562,101,101,0,
1197634,2280330,12022803300651562,101,101,0,
1197634,2280327,12122803270651562,101,101,0,
1197634,2280328,12122803280651562,101,101,0,
1197634,2280329,12122803290651562,101,101,0,
1197634,2280330,12122803300651562,101,101,0,
1197634,2280327,12222803270651562,101,101,0,
1197634,2280328,12222803280651562,101,101,0,
1197634,2280329,12222803290651562,101,101,0,
1197634,2280330,12222803300651562,101,101,0,
1197634,2280324,1222803240651562,101,101,0,
1197634,2280325,1222803250651562,101,101,0,
1197634,2280327,1222803270651562,101,101,0,
1197634,2280328,1222803280651562,101,101,0,
1197634,2280329,1222803290651562,101,101,0,
1197634,2280330,1222803300651562,101,101,0,
1197634,2280324,122803240651562,101,101,0,
1197634,2280325,122803250651562,101,101,0,
1197634,2280327,122803270651562,101,101,0,
1197634,2280328,122803280651562,101,101,0,
1197634,2280329,122803290651562,101,101,0,
1197634,2280330,122803300651562,101,101,0,
1197634,2280327,12322803270651562,101,101,0,
1197634,2280328,12322803280651562,101,101,0,
1197634,2280329,12322803290651562,101,101,0,
1197634,2280330,12322803300651562,101,101,0,
1197634,2280327,12422803270651562,101,101,0,
1197634,2280328,12422803280651562,101,101,0,
1197634,2280329,12422803290651562,101,101,0,
1197634,2280330,12422803300651562,101,101,0,
1197634,2280327,12522803270651562,101,101,0,
1197634,2280328,12522803280651562,101,101,0,
1197634,2280329,12522803290651562,101,101,0,
1197634,2280330,12522803300651562,101,101,0,
1197634,2280327,12622803270651562,101,101,0,
1197634,2280328,12622803280651562,101,101,0,
1197634,2280329,12622803290651562,101,101,0,
1197634,2280330,12622803300651562,101,101,0,
1197634,2280327,12722803270651562,101,101,0,
1197634,2280328,12722803280651562,101,101,0,
1197634,2280329,12722803290651562,101,101,0,
1197634,2280330,12722803300651562,101,101,0,
1197634,2280327,12822803270651562,101,101,0,
1197634,2280328,12822803280651562,101,101,0,
1197634,2280329,12822803290651562,101,101,0,
1197634,2280330,12822803300651562,101,101,0,
1197634,2280327,12922803270651562,101,101,0,
1197634,2280328,12922803280651562,101,101,0,
1197634,2280329,12922803290651562,101,101,0,
1197634,2280330,12922803300651562,101,101,0,
1197634,2280327,13022803270651562,101,101,0,
1197634,2280328,13022803280651562,101,101,0,
1197634,2280329,13022803290651562,101,101,0,
1197634,2280330,13022803300651562,101,101,0,
1197634,2280327,13122803270651562,101,101,0,
1197634,2280328,13122803280651562,101,101,0,
1197634,2280329,13122803290651562,101,101,0,
1197634,2280330,13122803300651562,101,101,0,
1197634,2280327,13222803270651562,101,101,0,
1197634,2280328,13222803280651562,101,101,0,
1197634,2280329,13222803290651562,101,101,0,
1197634,2280330,13222803300651562,101,101,0,
1197634,2280324,1322803240651562,101,101,0,
1197634,2280325,1322803250651562,101,101,0,
1197634,2280327,1322803270651562,101,101,0,
1197634,2280328,1322803280651562,101,101,0,
1197634,2280329,1322803290651562,101,101,0,
1197634,2280330,1322803300651562,101,101,0,
1197634,2280327,13322803270651562,101,101,0,
1197634,2280328,13322803280651562,101,101,0,
1197634,2280329,13322803290651562,101,101,0,
1197634,2280330,13322803300651562,101,101,0,
1197634,2280327,13422803270651562,101,101,0,
1197634,2280328,13422803280651562,101,101,0,
1197634,2280329,13422803290651562,101,101,0,
1197634,2280330,13422803300651562,101,101,0,
1197634,2280327,13522803270651562,101,101,0,
1197634,2280328,13522803280651562,101,101,0,
1197634,2280329,13522803290651562,101,101,0,
1197634,2280330,13522803300651562,101,101,0,
1197634,2280327,13622803270651562,101,101,0,
1197634,2280328,13622803280651562,101,101,0,
1197634,2280329,13622803290651562,101,101,0,
1197634,2280330,13622803300651562,101,101,0,
1197634,2280327,13722803270651562,101,101,0,
1197634,2280328,13722803280651562,101,101,0,
1197634,2280329,13722803290651562,101,101,0,
1197634,2280330,13722803300651562,101,101,0,
1197634,2280327,13822803270651562,101,101,0,
1197634,2280328,13822803280651562,101,101,0,
1197634,2280329,13822803290651562,101,101,0,
1197634,2280330,13822803300651562,101,101,0,
1197634,2280327,13922803270651562,101,101,0,
1197634,2280328,13922803280651562,101,101,0,
1197634,2280329,13922803290651562,101,101,0,
1197634,2280330,13922803300651562,101,101,0,
1197634,2280327,14022803270651562,101,101,0,
1197634,2280328,14022803280651562,101,101,0,
1197634,2280329,14022803290651562,101,101,0,
1197634,2280330,14022803300651562,101,101,0,
1197634,2280327,14122803270651562,101,101,0,
1197634,2280328,14122803280651562,101,101,0,
1197634,2280329,14122803290651562,101,101,0,
1197634,2280330,14122803300651562,101,101,0,
1197634,2280327,14222803270651562,101,101,0,
1197634,2280328,14222803280651562,101,101,0,
1197634,2280329,14222803290651562,101,101,0,
1197634,2280330,14222803300651562,101,101,0,
1197634,2280324,1422803240651562,101,101,0,
1197634,2280325,1422803250651562,101,101,0,
1197634,2280327,1422803270651562,101,101,0,
1197634,2280328,1422803280651562,101,101,0,
1197634,2280329,1422803290651562,101,101,0,
1197634,2280330,1422803300651562,101,101,0,
1197634,2280327,14322803270651562,101,101,0,
1197634,2280328,14322803280651562,101,101,0,
1197634,2280329,14322803290651562,101,101,0,
1197634,2280330,14322803300651562,101,101,0,
1197634,2280327,14422803270651562,101,101,0,
1197634,2280328,14422803280651562,101,101,0,
1197634,2280329,14422803290651562,101,101,0,
1197634,2280330,14422803300651562,101,101,0,
1197634,2280327,14522803270651562,101,101,0,
1197634,12280328,14522803280651562,101,101,0,
1197634,2280329,14522803290651562,101,101,0,
