service_id,date,exception_type
2280325,20170508,1
2280325,20170514,1
2280325,20170521,1
2280325,20170525,1
2280325,20170528,1
2280325,20171001,1
2280325,20171008,1
2280325,20171015,1
2280325,20171022,1
2280325,20171029,1
2280325,20171101,1
2280324,20170605,1
2280324,20170611,1
2280324,20170618,1
2280324,20170625,1
2280324,20170702,1
2280324,20170709,1
2280324,20170716,1
2280324,20170723,1
2280324,20170730,1
2280324,20170806,1
2280324,20170813,1
2280324,20170815,1
2280324,20170820,1
2280324,20170827,1
2280324,20170903,1
2280324,20170910,1
2280324,20170917,1
2280324,20170924,1
2280327,20170504,1
2280327,20170509,1
2280327,20170510,1
2280327,20170511,1
2280327,20170515,1
2280327,20170516,1
2280327,20170517,1
2280327,20170518,1
2280327,20170522,1
2280327,20170523,1
2280327,20170529,1
2280327,20170530,1
2280327,20170531,1
2280327,20170601,1
2280327,20170606,1
2280327,20170607,1
2280327,20170608,1
2280327,20170612,1
2280327,20170613,1
2280327,20170614,1
2280327,20170615,1
2280327,20170619,1
2280327,20170620,1
2280327,20170621,1
2280327,20170622,1
2280327,20170626,1
2280327,20170627,1
2280327,20170628,1
2280327,20170629,1
2280327,20170904,1
2280327,20170905,1
2280327,20170906,1
2280327,20170907,1
2280327,20170911,1
2280327,20170912,1
2280327,20170913,1
2280327,20170914,1
2280327,20170918,1
2280327,20170919,1
2280327,20170920,1
2280327,20170921,1
2280327,20170925,1
2280327,20170926,1
2280327,20170927,1
2280327,20170928,1
2280327,20171023,1
2280327,20171024,1
2280327,20171025,1
2280327,20171026,1
2280327,20171030,1
2280327,20171102,1
2280326,20170507,1
2280329,20171002,1
2280329,20171003,1
2280329,20171004,1
2280329,20171005,1
2280329,20171009,1
2280329,20171010,1
2280329,20171011,1
2280329,20171012,1
2280329,20171016,1
2280329,20171017,1
2280329,20171018,1
2280329,20171019,1
2280328,20170801,1
2280328,20170802,1
2280328,20170803,1
2280328,20170807,1
2280328,20170808,1
2280328,20170809,1
2280328,20170810,1
2280328,20170816,1
2280328,20170817,1
2280328,20170821,1
2280328,20170822,1
2280328,20170823,1
2280328,20170824,1
2280328,20170828,1
2280328,20170829,1
2280328,20170830,1
2280328,20170831,1
12280336,20170527,1
12280336,20170708,1
12280336,20170714,1
12280336,20170722,1
12280336,20170729,1
12280324,20170606,1
12280324,20170612,1
12280324,20170619,1
12280324,20170626,1
12280324,20170703,1
12280324,20170710,1
12280324,20170717,1
12280324,20170724,1
12280324,20170731,1
12280324,20170807,1
12280324,20170814,1
12280324,20170816,1
12280324,20170821,1
12280324,20170828,1
12280324,20170904,1
12280324,20170911,1
12280324,20170918,1
12280324,20170925,1
12280331,20170507,1
12280331,20170514,1
12280331,20170521,1
12280331,20170528,1
12280331,20171001,1
12280331,20171008,1
12280331,20171015,1
12280331,20171022,1
12280331,20171029,1
12280330,20170704,1
12280330,20170705,1
12280330,20170706,1
12280330,20170707,1
12280330,20170711,1
12280330,20170712,1
12280330,20170713,1
12280330,20170718,1
12280330,20170719,1
12280330,20170720,1
12280330,20170721,1
12280330,20170725,1
12280330,20170726,1
12280330,20170727,1
12280330,20170728,1
12280330,20170801,1
12280335,20171007,1
12280335,20171014,1
12280335,20171021,1
12280334,20170805,1
12280334,20170812,1
12280334,20170815,1
12280334,20170819,1
12280334,20170826,1
12280333,20170506,1
12280333,20170513,1
12280333,20170520,1
12280333,20170525,1
12280333,20170603,1
12280333,20170610,1
12280333,20170617,1
12280333,20170624,1
12280333,20170701,1
12280333,20170902,1
12280333,20170909,1
12280333,20170916,1
12280333,20170923,1
12280333,20170930,1
12280333,20171028,1
12280333,20171101,1
12280332,20170604,1
12280332,20170605,1
12280332,20170611,1
12280332,20170618,1
12280332,20170625,1
12280332,20170702,1
12280332,20170709,1
12280332,20170715,1
12280332,20170716,1
12280332,20170723,1
12280332,20170730,1
12280332,20170806,1
12280332,20170813,1
12280332,20170820,1
12280332,20170827,1
12280332,20170903,1
12280332,20170910,1
12280332,20170917,1
12280332,20170924,1
2280336,20170526,1
2280336,20170707,1
2280336,20170713,1
2280336,20170721,1
2280336,20170728,1
2280335,20171006,1
2280335,20171013,1
2280335,20171020,1
2280334,20170804,1
2280334,20170811,1
2280334,20170814,1
2280334,20170818,1
2280334,20170825,1
2280333,20170505,1
2280333,20170512,1
2280333,20170519,1
2280333,20170524,1
2280333,20170602,1
2280333,20170609,1
2280333,20170616,1
2280333,20170623,1
2280333,20170630,1
2280333,20170901,1
2280333,20170908,1
2280333,20170915,1
2280333,20170922,1
2280333,20170929,1
2280333,20171027,1
2280333,20171031,1
12280327,20170505,1
12280327,20170510,1
12280327,20170511,1
12280327,20170512,1
12280327,20170516,1
12280327,20170517,1
12280327,20170518,1
12280327,20170519,1
12280327,20170523,1
12280327,20170524,1
12280327,20170530,1
12280327,20170531,1
12280327,20170601,1
12280327,20170602,1
12280327,20170607,1
12280327,20170608,1
12280327,20170609,1
12280327,20170613,1
12280327,20170614,1
12280327,20170615,1
12280327,20170616,1
12280327,20170620,1
12280327,20170621,1
12280327,20170622,1
12280327,20170623,1
12280327,20170627,1
12280327,20170628,1
