service_id,date,exception_type
12280279,20170602,1
12280279,20170607,1
12280279,20170608,1
12280279,20170609,1
12280279,20170613,1
12280279,20170614,1
12280279,20170615,1
12280279,20170616,1
12280279,20170620,1
12280279,20170621,1
12280279,20170622,1
12280279,20170623,1
12280279,20170627,1
12280279,20170628,1
12280279,20170629,1
12280279,20170630,1
12280279,20170704,1
12280279,20170705,1
12280279,20170706,1
12280279,20170707,1
12280279,20170711,1
12280279,20170712,1
12280279,20170713,1
12280279,20170718,1
12280279,20170719,1
12280279,20170720,1
12280279,20170721,1
12280279,20170725,1
12280279,20170726,1
12280279,20170727,1
12280279,20170728,1
12280279,20170801,1
12280279,20170802,1
12280279,20170803,1
12280279,20170804,1
12280279,20170808,1
12280279,20170809,1
12280279,20170810,1
12280279,20170811,1
12280279,20170817,1
12280279,20170818,1
12280279,20170822,1
12280279,20170823,1
12280279,20170824,1
12280279,20170825,1
12280279,20170829,1
12280279,20170830,1
12280279,20170831,1
12280279,20170901,1
12280279,20170905,1
12280279,20170906,1
12280279,20170907,1
12280279,20170908,1
12280279,20170912,1
12280279,20170913,1
12280279,20170914,1
12280279,20170915,1
12280279,20170919,1
12280279,20170920,1
12280279,20170921,1
12280279,20170922,1
12280279,20170926,1
12280279,20170927,1
12280279,20170928,1
12280279,20170929,1
2280283,20170505,1
2280283,20170512,1
2280283,20170519,1
2280283,20170524,1
2280283,20171006,1
2280283,20171013,1
2280283,20171020,1
2280283,20171027,1
2280283,20171031,1
2280282,20170526,1
2280282,20170602,1
2280282,20170609,1
2280282,20170616,1
2280282,20170623,1
2280282,20170630,1
2280282,20170707,1
2280282,20170713,1
2280282,20170721,1
2280282,20170728,1
2280282,20170804,1
2280282,20170811,1
2280282,20170814,1
2280282,20170818,1
2280282,20170825,1
2280282,20170901,1
2280282,20170908,1
2280282,20170915,1
2280282,20170922,1
2280282,20170929,1
12280278,20170509,1
12280278,20170515,1
12280278,20170522,1
12280278,20170526,1
12280278,20170529,1
12280278,20170606,1
12280278,20170612,1
12280278,20170619,1
12280278,20170626,1
12280278,20170703,1
12280278,20170710,1
12280278,20170717,1
12280278,20170724,1
12280278,20170731,1
12280278,20170807,1
12280278,20170814,1
12280278,20170816,1
12280278,20170821,1
12280278,20170828,1
12280278,20170904,1
12280278,20170911,1
12280278,20170918,1
12280278,20170925,1
12280278,20171002,1
12280278,20171009,1
12280278,20171016,1
12280278,20171023,1
12280278,20171030,1
12280278,20171102,1
2280281,20170506,1
2280281,20170507,1
2280281,20170513,1
2280281,20170520,1
2280281,20170527,1
2280281,20170603,1
2280281,20170604,1
2280281,20170610,1
2280281,20170617,1
2280281,20170624,1
2280281,20170701,1
2280281,20170708,1
2280281,20170714,1
2280281,20170715,1
2280281,20170722,1
2280281,20170729,1
2280281,20170805,1
2280281,20170812,1
2280281,20170819,1
2280281,20170826,1
2280281,20170902,1
2280281,20170909,1
2280281,20170916,1
2280281,20170923,1
2280281,20170930,1
2280281,20171007,1
2280281,20171014,1
2280281,20171021,1
2280281,20171028,1
12280280,20170505,1
12280280,20170510,1
12280280,20170511,1
12280280,20170512,1
12280280,20170516,1
12280280,20170517,1
12280280,20170518,1
12280280,20170519,1
12280280,20170523,1
12280280,20170524,1
12280280,20170530,1
12280280,20170531,1
12280280,20170601,1
12280280,20171003,1
12280280,20171004,1
12280280,20171005,1
12280280,20171006,1
12280280,20171010,1
12280280,20171011,1
12280280,20171012,1
12280280,20171013,1
12280280,20171017,1
12280280,20171018,1
12280280,20171019,1
12280280,20171020,1
12280280,20171024,1
12280280,20171025,1
12280280,20171026,1
12280280,20171027,1
12280280,20171031,1
12280280,20171103,1
12280281,20170507,1
12280281,20170508,1
12280281,20170514,1
12280281,20170521,1
12280281,20170528,1
12280281,20170604,1
12280281,20170605,1
12280281,20170611,1
12280281,20170618,1
12280281,20170625,1
12280281,20170702,1
12280281,20170709,1
12280281,20170715,1
12280281,20170716,1
12280281,20170723,1
12280281,20170730,1
12280281,20170806,1
12280281,20170813,1
12280281,20170820,1
12280281,20170827,1
12280281,20170903,1
12280281,20170910,1
12280281,20170917,1
12280281,20170924,1
12280281,20171001,1
12280281,20171008,1
12280281,20171015,1
12280281,20171022,1
12280281,20171029,1
12280282,20170527,1
12280282,20170603,1
12280282,20170610,1
12280282,20170617,1
12280282,20170624,1
12280282,20170701,1
12280282,20170708,1
12280282,20170714,1
12280282,20170722,1
12280282,20170729,1
12280282,20170805,1
12280282,20170812,1
12280282,20170815,1
12280282,20170819,1
12280282,20170826,1
12280282,20170902,1
12280282,20170909,1
12280282,20170916,1
12280282,20170923,1
12280282,20170930,1
12280283,20170506,1
12280283,20170513,1
12280283,20170520,1
12280283,20170525,1
12280283,20171007,1
12280283,20171014,1
12280283,20171021,1
12280283,20171028,1
12280283,20171101,1
2280280,20170504,1
2280280,20170509,1
2280280,20170510,1
2280280,20170511,1
2280280,20170515,1
2280280,20170516,1
2280280,20170517,1
2280280,20170518,1
2280280,20170522,1
2280280,20170523,1
2280280,20170529,1
2280280,20170530,1
2280280,20170531,1
2280280,20171002,1
2280280,20171003,1
2280280,20171004,1
2280280,20171005,1
2280280,20171009,1
2280280,20171010,1
2280280,20171011,1
2280280,20171012,1
2280280,20171016,1
2280280,20171017,1
2280280,20171018,1
2280280,20171019,1
2280280,20171023,1
2280280,20171024,1
2280280,20171025,1
2280280,20171026,1
2280280,20171030,1
2280280,20171102,1
2280279,20170601,1
2280279,20170606,1
2280279,20170607,1
2280279,20170608,1
2280279,20170612,1
2280279,20170613,1
2280279,20170614,1
2280279,20170615,1
2280279,20170619,1
2280279,20170620,1
2280279,20170621,1
2280279,20170622,1
2280279,20170626,1
2280279,20170627,1
2280279,20170628,1
2280279,20170629,1
2280279,20170703,1
2280279,20170704,1
2280279,20170705,1
2280279,20170706,1
2280279,20170710,1
2280279,20170711,1
2280279,20170712,1
2280279,20170717,1
2280279,20170718,1
2280279,20170719,1
2280279,20170720,1
2280279,20170724,1
2280279,20170725,1
2280279,20170726,1
2280279,20170727,1
2280279,20170731,1
2280279,20170801,1
2280279,20170802,1
2280279,20170803,1
2280279,20170807,1
2280279,20170808,1
2280279,20170809,1
2280279,20170810,1
2280279,20170816,1
2280279,20170817,1
2280279,20170821,1
2280279,20170822,1
2280279,20170823,1
2280279,20170824,1
2280279,20170828,1
2280279,20170829,1
2280279,20170830,1
2280279,20170831,1
2280279,20170904,1
2280279,20170905,1
2280279,20170906,1
2280279,20170907,1
2280279,20170911,1
2280279,20170912,1
2280279,20170913,1
2280279,20170914,1
2280279,20170918,1
2280279,20170919,1
2280279,20170920,1
2280279,20170921,1
2280279,20170925,1
2280279,20170926,1
2280279,20170927,1
2280279,20170928,1
2280278,20170508,1
2280278,20170514,1
2280278,20170521,1
2280278,20170525,1
2280278,20170528,1
2280278,20170605,1
2280278,20170611,1
2280278,20170618,1
2280278,20170625,1
2280278,20170702,1
2280278,20170709,1
2280278,20170716,1
2280278,20170723,1
2280278,20170730,1
2280278,20170806,1
2280278,20170813,1
2280278,20170815,1
2280278,20170820,1
2280278,20170827,1
2280278,20170903,1
2280278,20170910,1
2280278,20170917,1
2280278,20170924,1
2280278,20171001,1
2280278,20171008,1
2280278,20171015,1
2280278,20171022,1
2280278,20171029,1
2280278,20171101,1
